total_return,annual_return,annual_volatility,max_drawdown,sharpe,win_rate,trade_count,avg_holding_days,turnover,cash_ratio,benchmark_total_return,benchmark_annual_return
-0.17391047206118482,-0.036578276803361454,0.15672168198570635,-0.3554073794071426,-0.23339640271789286,0.4102167182662539,224,16.79090909090909,45.19684324403597,0.16640866873065016,-0.07513801849039725,-0.015119757068816186
