trade_date,equity,cash,holding_value
2022-11-29,807390.8858805555,195662.67563883786,611728.2102417176
2022-11-30,803851.8320056902,195662.67563883786,608189.1563668523
2022-12-01,801958.3965467094,195662.67563883786,606295.7209078715
2022-12-02,797353.796004014,195662.67563883786,601691.1203651761
2022-12-05,811909.8829554071,195662.67563883786,616247.2073165693
2022-12-06,811377.1096214921,195662.67563883786,615714.4339826542
2022-12-07,806582.1496162569,195662.67563883786,610919.4739774191
2022-12-08,810225.9594858184,195662.67563883786,614563.2838469805
2022-12-09,816619.2394927987,195662.67563883786,620956.5638539608
2022-12-12,805058.5053598197,126128.81088672431,678929.6944730955
