ts_code,trade_date,pre_close,open,high,low,close,change,pct_chg,volume,amount,ma20,ma60,ma120,ret_20,ret_60,ret_120,daily_ret,vol_20,max_drawdown_60,premium_20,avg_amount_20,avg_volume_20,trend_pass,etf_code,etf_name,theme,technical_score,fundamental_score,valuation_percentile,valuation_filter_pass,liquidity_pass,trend_filter_pass,final_score,market_filter_pass,market_exposure,intraday_filter_pass,selected,target_weight,signal_date,execution_date
512480.SH,2021-07-02,1.306,1.29,1.308,1.269,1.283,-0.023,-1.7611,4252751.81,547416433.0,1.1967500000000002,1.05745,,0.2149621212121211,0.3091836734693878,,-0.017611026033690802,0.4459575897548583,-0.03895131086142323,0.07207019009818239,500576794.5,4176347.4705,True,512480.SH,半导体ETF,半导体,0.4910627409758344,0.5,,True,True,True,0.4937439186830841,False,0.0,True,False,0.0,2021-07-02,2021-07-05
159995.SZ,2021-07-02,1.542,1.53,1.548,1.505,1.515,-0.027,-1.751,6883148.68,1049816666.9999999,1.4248999999999998,1.2771166666666667,1.2605333333333335,0.19291338582677153,0.24180327868852447,,-0.017509727626459193,0.44018360732664596,-0.04356060606060619,0.06323250754438914,973630614.95,6841615.568000001,True,159995.SZ,芯片ETF,芯片,0.4037555829718515,0.5,,True,True,True,0.43262890808029597,False,0.0,True,False,0.0,2021-07-02,2021-07-05
515790.SH,2021-07-02,1.308,1.298,1.325,1.29,1.294,-0.014,-1.0703,3962712.5,517081404.0,1.2132,1.12585,1.1352833333333334,0.15638963360142988,0.2230623818525519,,-0.010703363914373099,0.3389397903545718,-0.043606799704360655,0.06660072535443451,576667498.9,4753554.8725,True,515790.SH,光伏ETF,光伏,0.3623240780756525,0.5,,True,True,True,0.40362685465295667,False,0.0,True,False,0.0,2021-07-02,2021-07-05
515220.SH,2021-07-02,1.606,1.591,1.611,1.587,1.593,-0.013,-0.8095,546813.0,87352100.0,1.6489,1.5505333333333333,1.4302083333333333,-0.026878436163714103,0.18262806236080187,,-0.008094645080946483,0.3699260282058075,-0.09127210496292071,-0.03390138880465765,133837399.4,811417.913,True,515220.SH,煤炭ETF,煤炭,0.21490365770112532,0.5,,True,True,True,0.3004325603907877,False,0.0,True,False,0.0,2021-07-02,2021-07-05
159819.SZ,2021-07-02,0.989,0.989,0.989,0.97,0.972,-0.017,-1.7189,547473.71,53521156.0,0.9737,0.9273333333333333,0.9308166666666666,0.04628632938643684,0.07999999999999985,,-0.01718907987866536,0.23247441724750578,-0.03283582089552228,-0.0017459176337681903,68898374.9,704362.7934999999,True,159819.SZ,人工智能ETF,人工智能,0.14532719319773357,0.5,,True,True,True,0.2517290352384135,False,0.0,True,False,0.0,2021-07-02,2021-07-05
515210.SH,2021-07-02,1.547,1.545,1.554,1.524,1.548,0.001,0.0646,497453.0,76820769.0,1.54805,1.5771833333333334,1.4649416666666668,-0.02210991787744787,0.06906077348066297,,0.0006464124111182912,0.2307222808881644,-0.13131313131313127,-3.229869836240962e-05,100278489.05,647187.12,False,515210.SH,钢铁ETF,钢铁,0.11372306136288143,0.5,,True,True,False,0.229606142954017,False,0.0,True,False,0.0,2021-07-02,2021-07-05
510880.SH,2021-07-02,2.853,2.853,2.856,2.828,2.829,-0.024,-0.8412,993107.05,281617536.0,2.84545,2.8112,2.7347083333333333,-0.005973295853829885,0.03323593864134411,,-0.008412197686645695,0.09695674419995627,-0.022797927461139844,-0.005781159394823265,210272963.6,738056.4709999999,True,510880.SH,红利ETF,红利,0.06237243385683697,0.55,,True,True,True,0.2086607036997859,False,0.0,True,False,0.0,2021-07-02,2021-07-05
512400.SH,2021-07-02,1.11,1.106,1.139,1.103,1.124,0.014,1.2613,2480244.99,279217439.0,1.1247500000000001,1.1155666666666666,1.1068583333333335,-0.05067567567567555,0.09126213592233023,,0.012612612612612706,0.2976801478597602,-0.07641741988496298,-0.0006668148477440017,230779651.7,2050931.7045000002,True,512400.SH,有色金属ETF,有色,0.08232768542253927,0.5,,True,True,True,0.20762937979577747,False,0.0,True,False,0.0,2021-07-02,2021-07-05
512660.SH,2021-07-02,1.105,1.097,1.099,1.06,1.065,-0.04,-3.6199,8902934.35,955726298.0,1.13345,1.0766833333333332,1.127825,-0.02472527472527486,0.009478672985782088,,-0.03619909502262442,0.33065662871884016,-0.09745762711864403,-0.060390842119193766,797998987.6,7032797.429,False,512660.SH,军工ETF,军工,0.04432993496820174,0.5,,True,True,False,0.1810309544777412,False,0.0,True,False,0.0,2021-07-02,2021-07-05
512800.SH,2021-07-02,1.248,1.24,1.24,1.218,1.225,-0.023,-1.8429,2104261.0,257819653.0,1.2428000000000001,1.2453333333333334,1.24035,-0.03467297084318344,-0.015273311897106012,,-0.018429487179487114,0.16209798465370145,-0.056240369799691825,-0.01432249758609594,290947148.85,2340323.2835,False,512800.SH,银行ETF,银行,-0.006941326044092422,0.55,,True,True,False,0.1601410717691353,False,0.0,True,False,0.0,2021-07-02,2021-07-05
512000.SH,2021-07-02,1.032,1.028,1.028,1.003,1.003,-0.029,-2.8101,10363131.97,1050099337.0,1.0474999999999999,1.02125,1.0501916666666666,-0.0510879848628194,0.0,,-0.02810077519379861,0.22657058764435858,-0.08318098720292522,-0.0424821002386635,845972587.95,8047703.805999999,False,512000.SH,券商ETF,证券,0.01037821857163887,0.5,,True,True,False,0.1572647530001472,False,0.0,True,False,0.0,2021-07-02,2021-07-05
512200.SH,2021-07-02,0.817,0.809,0.811,0.795,0.799,-0.018,-2.2032,1262073.65,101226101.0,0.8149,0.8316666666666667,0.8337583333333334,-0.06549707602339172,-0.05443786982248511,,-0.022031823745409906,0.15448684088276057,-0.06767794632438728,-0.019511596514909746,58662720.1,721195.9765,False,512200.SH,地产ETF,地产,-0.06927669775679114,0.45,,True,True,False,0.08650631157024621,False,0.0,True,False,0.0,2021-07-02,2021-07-05
512010.SH,2021-07-02,0.848,0.844,0.846,0.808,0.809,-0.039,-4.5991,3723661.0,305544821.0,2.627,2.935,,-0.7539537712895377,-0.7253903598099117,,-0.04599056603773577,2.6279960749915454,-0.7589392133492252,-0.6920441568328892,154149264.9,922490.1445,False,512010.SH,医药ETF,医药,-1.1537804556743074,0.5,,True,True,False,-0.6576463189720151,False,0.0,True,False,0.0,2021-07-02,2021-07-05
159928.SZ,2021-07-02,1.272,1.264,1.264,1.231,1.232,-0.04,-3.1447,1113040.92,138304257.0,3.9658500000000005,4.7184,4.977666666666667,-0.7691154422788606,-0.7572892040977147,,-0.03144654088050314,2.6324023479409098,-0.7712163416898793,-0.689347806901421,109609984.7,428600.5465,False,159928.SZ,消费ETF,消费,-1.19881067386637,0.5,,True,True,False,-0.6891674717064589,False,0.0,True,False,0.0,2021-07-02,2021-07-05
515030.SH,2021-07-09,2.299,2.274,2.359,2.238,2.339,0.04,1.7399,2712701.74,620906528.0,2.0445,1.7970333333333335,1.6985750000000002,0.22332635983263605,0.6437104708362613,0.29800221975582675,0.017398869073510292,0.4140550044339055,0.0,0.144044998777207,450242460.0,2207460.8215,True,515030.SH,新能源车ETF,新能源车,0.8807181683861279,0.5,,True,True,True,0.7665027178702896,False,0.0,True,False,0.0,2021-07-09,2021-07-12
159995.SZ,2021-07-09,1.64,1.622,1.636,1.571,1.617,-0.023,-1.4024,6137049.23,984109967.0,1.4916,1.3099166666666666,1.2730583333333334,0.1924778761061947,0.37266553480475384,0.24003067484662566,-0.01402439024390234,0.48086977440194567,-0.01402439024390234,0.08407079646017701,1050722808.6,7109442.876,True,159995.SZ,芯片ETF,芯片,0.5870636280336688,0.5,,True,True,True,0.5609445396235682,False,0.0,True,False,0.0,2021-07-09,2021-07-12
515790.SH,2021-07-09,1.373,1.36,1.392,1.33,1.383,0.01,0.7283,5121992.99,697550304.0,1.26845,1.1506166666666668,1.1408166666666666,0.18610634648370517,0.374751491053678,0.13453650533223938,0.007283321194464731,0.36023788875770857,0.0,0.09030706768102803,590255765.6,4665129.3835,True,515790.SH,光伏ETF,光伏,0.5266543866405562,0.5,,True,True,True,0.5186580706483893,False,0.0,True,False,0.0,2021-07-09,2021-07-12
512400.SH,2021-07-09,1.23,1.23,1.312,1.223,1.31,0.08,6.5041,3342098.56,425442862.0,1.1414,1.1310666666666667,1.1118750000000002,0.13028472821397763,0.2931885488647583,0.15520282186948875,0.0650406504065042,0.4204139438454113,0.0,0.14771333450148938,273717943.7,2383040.1914999997,True,512400.SH,有色金属ETF,有色,0.3822731232979818,0.5,,True,True,True,0.41759118630858727,False,0.0,True,False,0.0,2021-07-09,2021-07-12
512480.SH,2021-07-09,1.387,1.374,1.385,1.331,1.369,-0.018,-1.2978,5865772.38,796176150.0,1.25555,1.08925,1.4643916666666668,0.2008771929824562,0.43051201671891337,-0.3608776844070961,-0.012977649603460706,0.48385287822239453,-0.012977649603460706,0.09035880689737574,595449789.3,4731446.014,True,512480.SH,半导体ETF,半导体,0.28133325397836173,0.5,,True,True,True,0.34693327778485317,False,0.0,True,False,0.0,2021-07-09,2021-07-12
515220.SH,2021-07-09,1.542,1.542,1.58,1.54,1.576,0.034,2.2049,994637.0,155416955.0,1.6393999999999997,1.568,1.4420499999999998,-0.054021608643457286,0.12330719885958663,0.20397249809014517,0.02204928664072625,0.37290347997181067,-0.1009697661152309,-0.038672685128705475,132427571.95,808657.9915,True,515220.SH,煤炭ETF,煤炭,0.22444113608052768,0.5,,True,True,True,0.30710879525636936,False,0.0,True,False,0.0,2021-07-09,2021-07-12
515210.SH,2021-07-09,1.568,1.547,1.618,1.528,1.615,0.047,2.9974,828017.0,131118582.0,1.5528499999999998,1.5795333333333335,1.4782166666666667,0.020859671302149163,0.013810420590081529,0.26965408805031443,0.029974489795918213,0.2600849069725416,-0.09371492704826045,0.040023183179315636,94118363.1,606196.1900000001,False,515210.SH,钢铁ETF,钢铁,0.2003136764186486,0.5,,True,True,False,0.29021957349305405,False,0.0,True,False,0.0,2021-07-09,2021-07-12
159819.SZ,2021-07-09,1.003,1.0,1.0,0.979,0.991,-0.012,-1.1964,625297.77,61716534.0,0.9836500000000001,0.9354666666666667,0.9319416666666667,0.012257405515832431,0.13646788990825698,0.02059732234809486,-0.011964107676968982,0.21973468347971983,-0.013930348258706426,0.007472169979159116,71331741.15,723278.9005,True,159819.SZ,人工智能ETF,人工智能,0.14595691698689098,0.5,,True,True,True,0.2521698418908237,False,0.0,True,False,0.0,2021-07-09,2021-07-12
510880.SH,2021-07-09,2.803,2.803,2.822,2.777,2.821,0.018,0.6422,676439.0,189839625.0,2.843,2.8166333333333333,2.739066666666667,-0.011216263582194186,0.015844436442203902,0.035609397944199594,0.006421691045308764,0.11044701687956449,-0.025561312607944697,-0.007738304607808555,220516266.55,775689.0084999999,True,510880.SH,红利ETF,红利,0.04636167229648426,0.55,,True,True,True,0.19745317060753897,False,0.0,True,False,0.0,2021-07-09,2021-07-12
512800.SH,2021-07-09,1.201,1.198,1.206,1.188,1.191,-0.01,-0.8326,2760013.11,329828527.0,1.2285,1.2436833333333335,1.2439500000000001,-0.06072555205047314,-0.030130293159609023,0.03926701570680646,-0.008326394671107407,0.18505550896452289,-0.08243451463790441,-0.030525030525030417,304343005.35,2481712.1615000004,False,512800.SH,银行ETF,银行,-0.013286242199768036,0.55,,True,True,False,0.15569963046016239,False,0.0,True,False,0.0,2021-07-09,2021-07-12
512660.SH,2021-07-09,1.152,1.146,1.155,1.137,1.143,-0.009,-0.7813,6311555.24,722132360.0,1.1281,1.0814,1.1157333333333332,-0.005221932114882533,0.110787172011662,-0.18240343347639476,-0.007812499999999889,0.36609131910268855,-0.031355932203389725,0.01320804893183225,837201120.15,7404328.3875,True,512660.SH,军工ETF,军工,-0.02997602374771796,0.5,,True,True,True,0.12901678337659742,False,0.0,True,False,0.0,2021-07-09,2021-07-12
512000.SH,2021-07-09,1.011,1.008,1.018,1.004,1.014,0.003,0.2967,5854946.37,592233555.0,1.0331499999999998,1.0226666666666666,1.043175,-0.04878048780487809,0.04428424304840384,-0.13994910941475824,0.0029673590504453173,0.22041421071408276,-0.07312614259597816,-0.018535546629240507,796140143.95,7670681.1045,False,512000.SH,券商ETF,证券,-0.05486222176710774,0.5,,True,True,False,0.11159644476302458,False,0.0,True,False,0.0,2021-07-09,2021-07-12
512200.SH,2021-07-09,0.796,0.795,0.801,0.792,0.799,0.003,0.3769,684816.0,54561205.0,0.8057500000000001,0.828,0.8322916666666667,-0.036188178528347326,-0.049940546967895294,-0.03966346153846145,0.0037688442211054607,0.16199174480542025,-0.06767794632438728,-0.008377288240769554,60048683.15,746289.825,False,512200.SH,地产ETF,地产,-0.0718938191122904,0.45,,True,True,False,0.08467432662139673,False,0.0,True,False,0.0,2021-07-09,2021-07-12
512010.SH,2021-07-09,0.777,0.771,0.78,0.755,0.779,0.002,0.2574,1918793.4,147840291.0,2.0097,2.7562166666666665,2.8938750000000004,-0.7592707045735476,-0.73184165232358,-0.7552623311341502,0.002574002574002643,2.6280369878485637,-0.7678784266984505,-0.6123799572075435,174385344.05,1479864.2935000001,False,512010.SH,医药ETF,医药,-1.5240243471928163,0.5,,True,True,False,-0.9168170430349712,False,0.0,True,False,0.0,2021-07-09,2021-07-12
159928.SZ,2021-07-09,1.205,1.202,1.203,1.17,1.181,-0.024,-1.9917,890576.56,105152223.0,2.94795,4.4092666666666664,4.791691666666666,-0.7750904589601981,-0.7548775425487754,-0.7908624048167169,-0.01991701244813282,2.626199679928738,-0.7806870937790158,-0.599382621821944,111429733.2,611021.7945000001,False,159928.SZ,消费ETF,消费,-1.5810733080995474,0.5,,True,True,False,-0.9567513156696831,False,0.0,True,False,0.0,2021-07-09,2021-07-12
515030.SH,2021-07-16,2.397,2.37,2.39,2.275,2.284,-0.113,-4.7142,3257105.31,759745289.0,2.1707,1.8708833333333332,1.7262666666666666,0.18219461697722572,0.428392745465916,0.3325554259043173,-0.04714226115978304,0.4216718520302332,-0.07229894394800984,0.05219514442345785,517457959.05,2354269.6775,True,515030.SH,新能源车ETF,新能源车,0.7406774443784696,0.5,,True,True,True,0.6684742110649288,False,0.0,True,False,0.0,2021-07-16,2021-07-19
515790.SH,2021-07-16,1.455,1.451,1.479,1.424,1.43,-0.025,-1.7182,4556266.09,661078202.0,1.3315,1.1838166666666667,1.1506416666666666,0.2108382726502962,0.36190476190476173,0.22536418166238215,-0.01718213058419249,0.3716870059540747,-0.01718213058419249,0.07397671798723238,619045514.1,4649076.3245,True,515790.SH,光伏ETF,光伏,0.604989293203836,0.5,,True,True,True,0.5734925052426851,False,0.0,True,False,0.0,2021-07-16,2021-07-19
512400.SH,2021-07-16,1.34,1.33,1.381,1.324,1.343,0.003,0.2239,3132349.2,424474797.0,1.19875,1.1556666666666666,1.1224750000000001,0.22090909090909072,0.24582560296846,0.2610328638497652,0.002238805970149249,0.3853286574472203,-0.0029695619896065173,0.12033368091762253,298034776.85,2450199.9385,True,512400.SH,有色金属ETF,有色,0.4755497609991196,0.5,,True,True,True,0.48288483269938365,False,0.0,True,False,0.0,2021-07-16,2021-07-19
159995.SZ,2021-07-16,1.569,1.561,1.6,1.536,1.538,-0.031,-1.9758,5998632.13,940414172.0,1.54275,1.3430833333333332,1.281941666666667,0.0755244755244755,0.2902684563758391,0.14010378057820616,-0.019757807520713766,0.4288192766060278,-0.06504559270516719,-0.0030789175174201766,1002332756.3,6503132.564499999,True,159995.SZ,芯片ETF,芯片,0.4279723942361696,0.5,,True,True,True,0.4495806759653187,False,0.0,True,False,0.0,2021-07-16,2021-07-19
515210.SH,2021-07-16,1.714,1.712,1.755,1.69,1.727,0.013,0.7585,930104.5,161220932.0,1.5866,1.5878,1.4958333333333333,0.14750830564784057,0.10000000000000009,0.375,0.0075845974329056265,0.27722442533303676,-0.030864197530864113,0.08849111307197788,106362154.6,667212.785,False,515210.SH,钢铁ETF,钢铁,0.3710513866938619,0.5,,True,True,False,0.40973597068570333,False,0.0,True,False,0.0,2021-07-16,2021-07-19
515220.SH,2021-07-16,1.668,1.666,1.726,1.661,1.708,0.04,2.3981,1049077.0,179351783.0,1.63765,1.58875,1.4588166666666667,0.044009779951100336,0.17307692307692313,0.3544805709754164,0.023980815347721895,0.40458693921172395,-0.02567027952082146,0.042957896986535626,138655065.6,848558.3720000001,True,515220.SH,煤炭ETF,煤炭,0.3582861581469925,0.5,,True,True,True,0.4008003107028947,False,0.0,True,False,0.0,2021-07-16,2021-07-19
512480.SH,2021-07-16,1.31,1.308,1.343,1.286,1.288,-0.022,-1.6794,4705696.86,619293076.0,1.2992000000000001,1.1196499999999998,1.4275583333333333,0.07422852376980815,0.33471502590673574,-0.431095406360424,-0.016793893129770976,0.437702277755364,-0.07204610951008639,-0.008620689655172487,658094874.9,5046739.5525,True,512480.SH,半导体ETF,半导体,0.15342878587353914,0.5,,True,True,True,0.2574001501114774,False,0.0,True,False,0.0,2021-07-16,2021-07-19
159819.SZ,2021-07-16,1.017,1.017,1.025,1.008,1.009,-0.008,-0.7866,599689.94,60962772.0,0.9959499999999999,0.9455666666666666,0.9330083333333333,0.027494908350305325,0.08378088077336177,0.017137096774193505,-0.007866273352999054,0.23387801206292747,-0.020388349514563253,0.013103067423063441,87039325.25,869599.3720000001,True,159819.SZ,人工智能ETF,人工智能,0.0978309936632701,0.5,,True,True,True,0.21848169556428906,False,0.0,True,False,0.0,2021-07-16,2021-07-19
510880.SH,2021-07-16,2.885,2.885,2.913,2.878,2.897,0.012,0.4159,1676228.04,486934210.0,2.8496,2.8244166666666666,2.7452,0.025849858356940425,0.03390435403283365,0.05923217550274229,0.004159445407279083,0.11765777567139969,0.0,0.01663391353172372,244960438.0,858855.5979999999,True,510880.SH,红利ETF,红利,0.07252453161039117,0.55,,True,True,True,0.2157671721272738,False,0.0,True,False,0.0,2021-07-16,2021-07-19
512660.SH,2021-07-16,1.13,1.129,1.193,1.121,1.179,0.049,4.3363,15379668.05,1800135626.0,1.1376000000000002,1.0907666666666667,1.1074666666666668,0.039682539682539764,0.11965811965811968,-0.09097918272937544,0.04336283185840717,0.3731180898611098,-0.0008474576271185752,0.03639240506329111,893059960.4,7837170.9745000005,True,512660.SH,军工ETF,军工,0.043712723528529424,0.5,,True,True,True,0.1805989064699706,False,0.0,True,False,0.0,2021-07-16,2021-07-19
512800.SH,2021-07-16,1.2,1.195,1.205,1.191,1.197,-0.003,-0.25,1584189.66,189474688.0,1.2161000000000002,1.2419166666666668,1.2444083333333333,-0.02444987775061125,-0.018047579983593076,-0.00746268656716409,-0.0024999999999999467,0.21319551491873567,-0.07781201848998454,-0.015705945234766983,334319528.25,2757999.0655,False,512800.SH,银行ETF,银行,-0.022379773447085537,0.55,,True,True,False,0.14933415858704013,False,0.0,True,False,0.0,2021-07-16,2021-07-19
512000.SH,2021-07-16,1.034,1.039,1.048,1.031,1.035,0.001,0.0967,9135755.57,949090071.0,1.0322,1.02685,1.0368249999999999,-0.0038498556304138454,0.030876494023904355,-0.11311053984575847,0.0009671179883945502,0.22569129757453765,-0.053930530164533974,0.002712652586707831,812751528.2,7842136.431,True,512000.SH,券商ETF,证券,-0.036994093880383744,0.5,,True,True,True,0.12410413428373138,False,0.0,True,False,0.0,2021-07-16,2021-07-19
512200.SH,2021-07-16,0.791,0.79,0.793,0.788,0.79,-0.001,-0.1264,431919.01,34144545.0,0.80095,0.82365,0.8305083333333333,-0.024691358024691357,-0.07494145199063229,-0.06287069988137595,-0.0012642225031606058,0.16011784137324583,-0.07710280373831768,-0.01367126537237029,61728443.3,770819.753,False,512200.SH,地产ETF,地产,-0.10831463911384201,0.45,,True,True,False,0.05917975262031061,False,0.0,True,False,0.0,2021-07-16,2021-07-19
512010.SH,2021-07-16,0.807,0.807,0.809,0.796,0.803,-0.004,-0.4957,1955860.89,156969993.0,1.4076,2.5871,2.7974000000000006,-0.7439413265306123,-0.7141331434674261,-0.7368938401048493,-0.00495662949194553,2.6371800176054774,-0.7607270560190703,-0.4295254333617504,180535402.95,1889721.2305,False,512010.SH,医药ETF,医药,-1.54006164926225,0.5,,True,True,False,-0.9280431544835749,False,0.0,True,False,0.0,2021-07-16,2021-07-19
159928.SZ,2021-07-16,1.233,1.232,1.235,1.209,1.214,-0.019,-1.541,794734.0,96830033.0,1.9768999999999999,4.102866666666666,4.61505,-0.7587440381558028,-0.7555868733642037,-0.7703367385546727,-0.01540957015409583,2.6420227410554515,-0.7745589600742804,-0.38590722848904846,120180099.05,828809.496,False,159928.SZ,消费ETF,消费,-1.6382733166306185,0.5,,True,True,False,-0.9967913216414329,False,0.0,True,False,0.0,2021-07-16,2021-07-19
515030.SH,2021-07-23,2.441,2.434,2.49,2.39,2.418,-0.023,-0.9422,2871569.26,699270681.0,2.2689999999999997,1.9359833333333334,1.7516833333333333,0.2065868263473054,0.5245901639344261,0.31484502446982066,-0.009422367882015448,0.45472704372037454,-0.017871649065800188,0.06566769501983272,606543479.25,2659721.8665,True,515030.SH,新能源车ETF,新能源车,0.7211918116453181,0.5,,True,True,True,0.6548342681517226,False,0.0,True,False,0.0,2021-07-23,2021-07-26
515790.SH,2021-07-23,1.542,1.537,1.584,1.527,1.554,0.012,0.7782,4569443.58,709657860.0,1.3931499999999999,1.21935,1.1622999999999999,0.21311475409836067,0.4564198687910028,0.20745920745920765,0.0077821011673151474,0.3985870864607382,0.0,0.1154577755446291,619522367.85,4455030.416,True,515790.SH,光伏ETF,光伏,0.5159605008534973,0.5,,True,True,True,0.5111723505974481,False,0.0,True,False,0.0,2021-07-23,2021-07-26
159995.SZ,2021-07-23,1.679,1.676,1.698,1.661,1.678,-0.001,-0.0596,5036452.88,847068812.0,1.58105,1.3789666666666667,1.2903666666666667,0.11941294196130747,0.39716902581182345,0.193456614509246,-0.0005955926146516966,0.4263079996694667,-0.0005955926146516966,0.061320008854874875,1007337307.0,6382721.411499999,True,159995.SZ,芯片ETF,芯片,0.44523437401778254,0.5,,True,True,True,0.4616640618124478,False,0.0,True,False,0.0,2021-07-23,2021-07-26
512400.SH,2021-07-23,1.43,1.43,1.48,1.419,1.43,0.0,0.0,2727186.0,394266970.0,1.2674,1.1817499999999999,1.1348166666666666,0.2554872695346795,0.3155473781048759,0.26998223801065735,0.0,0.40526104727306567,0.0,0.12829414549471352,334210631.95,2623538.818,True,512400.SH,有色金属ETF,有色,0.44015788787304244,0.5,,True,True,True,0.45811052151112963,False,0.0,True,False,0.0,2021-07-23,2021-07-26
515210.SH,2021-07-23,1.8,1.816,1.884,1.805,1.83,0.03,1.6667,1126560.5,207476326.0,1.63445,1.6011499999999999,1.5152833333333333,0.15603284902084646,0.15384615384615374,0.4364207221350078,0.016666666666666607,0.3393196658636441,0.0,0.11964269326072996,118325936.3,715944.102,True,515210.SH,钢铁ETF,钢铁,0.30037298146683744,0.5,,True,True,True,0.36026108702678616,False,0.0,True,False,0.0,2021-07-23,2021-07-26
515220.SH,2021-07-23,1.731,1.731,1.805,1.731,1.754,0.023,1.3287,1141441.17,201823483.0,1.65095,1.6116333333333335,1.4770666666666665,0.0005704506560182399,0.19319727891156457,0.36498054474708175,0.013287117273252491,0.3628732147270457,0.0,0.06241860746842742,144919197.15,877490.917,True,515220.SH,煤炭ETF,煤炭,0.22908991178455698,0.5,,True,True,True,0.31036293824918987,False,0.0,True,False,0.0,2021-07-23,2021-07-26
512480.SH,2021-07-23,1.413,1.41,1.432,1.395,1.416,0.003,0.2123,3284849.79,464743551.0,1.3321999999999998,1.1524833333333333,1.3893916666666668,0.1309904153354633,0.4375634517766498,-0.3781291172595521,0.002123142250530785,0.4323813519570639,0.0,0.06290346794775559,698051930.9,5245202.514,True,512480.SH,半导体ETF,半导体,0.17231436497554897,0.5,,True,True,True,0.27062005548288426,False,0.0,True,False,0.0,2021-07-23,2021-07-26
159819.SZ,2021-07-23,1.044,1.045,1.049,1.027,1.03,-0.014,-1.341,676843.65,69889728.0,1.0071999999999999,0.9546166666666667,0.933825,0.052093973442288055,0.12691466083150993,0.014778325123152802,-0.013409961685823757,0.24415443304546758,-0.013409961685823757,0.022637013502780245,92495070.25,915025.1939999999,True,159819.SZ,人工智能ETF,人工智能,0.12535739640583587,0.5,,True,True,True,0.2377501774840851,False,0.0,True,False,0.0,2021-07-23,2021-07-26
510880.SH,2021-07-23,2.89,2.894,2.913,2.872,2.881,-0.009,-0.3114,863821.42,250435465.0,2.8542,2.8319833333333335,2.756566666666666,-0.004835924006908576,0.036330935251798646,0.11278485901892621,-0.0031141868512112314,0.11121105433785271,-0.005522954780807776,0.009389671361502261,228137004.6,798986.531,True,510880.SH,红利ETF,红利,0.07700263676636696,0.55,,True,True,True,0.21890184573645688,False,0.0,True,False,0.0,2021-07-23,2021-07-26
512660.SH,2021-07-23,1.206,1.206,1.25,1.186,1.234,0.028,2.3217,12389762.35,1505900223.0,1.1464500000000002,1.1043999999999998,1.1024,0.06747404844290661,0.1934235976789167,-0.07703814510097229,0.02321724709784423,0.35694942734248886,0.0,0.0763661738409871,938564361.9,8158096.422,True,512660.SH,军工ETF,军工,0.030627160050044525,0.5,,True,True,True,0.17143901203503115,False,0.0,True,False,0.0,2021-07-23,2021-07-26
512800.SH,2021-07-23,1.183,1.18,1.183,1.171,1.178,-0.005,-0.4227,2338505.25,274920871.0,1.20455,1.2378833333333332,1.2427583333333334,-0.05533279871692076,-0.03758169934640532,-0.020781379883624385,-0.004226542688081203,0.20263168192597075,-0.0924499229583976,-0.022041426258768926,341587587.15,2840534.8995,False,512800.SH,银行ETF,银行,-0.04625587205765441,0.55,,True,True,False,0.1326208895596419,False,0.0,True,False,0.0,2021-07-23,2021-07-26
512000.SH,2021-07-23,1.058,1.059,1.094,1.048,1.065,0.007,0.6616,15732370.15,1684122952.0,1.03185,1.0313333333333332,1.0311666666666668,-0.009302325581395321,0.09007164790174005,-0.09129692832764502,0.006616257088846833,0.2099872671880135,-0.026508226691042136,0.03212676261084457,852506560.9,8222133.0015,True,512000.SH,券商ETF,证券,-0.04163663985202397,0.5,,True,True,True,0.12085435210358322,False,0.0,True,False,0.0,2021-07-23,2021-07-26
512200.SH,2021-07-23,0.775,0.775,0.776,0.767,0.77,-0.005,-0.6452,465823.0,35910888.0,0.7922,0.8178,0.8270083333333333,-0.04938271604938271,-0.07451923076923073,-0.0767386091127098,-0.006451612903225823,0.16822179310650665,-0.10046728971962615,-0.028023226457965178,69613907.85,878372.8529999999,False,512200.SH,地产ETF,地产,-0.08581934298633262,0.45,,True,True,False,0.07492645990956717,False,0.0,True,False,0.0,2021-07-23,2021-07-26
159928.SZ,2021-07-23,1.195,1.191,1.192,1.163,1.169,-0.026,-2.1757,1678361.65,196334950.0,1.2212,3.7814833333333335,4.445975000000001,-0.07295796986518621,-0.7666666666666666,-0.7800564440263406,-0.02175732217573223,0.21863962847064147,-0.7829155060352831,-0.04274484113986243,115655387.25,951354.1984999999,False,159928.SZ,消费ETF,消费,-0.8713396384771183,0.5,,True,True,False,-0.4599377469339827,False,0.0,True,False,0.0,2021-07-23,2021-07-26
512010.SH,2021-07-23,0.809,0.805,0.805,0.78,0.783,-0.026,-3.2138,3728166.0,293128538.0,0.80805,2.4091333333333336,2.7033166666666664,-0.7557704304429196,-0.741754617414248,-0.752918901861786,-0.03213844252163167,2.632134556635499,-0.7666865315852205,-0.031000556896231712,203761875.9,2528762.3835,False,512010.SH,医药ETF,医药,-2.0122575324657026,0.5,,True,True,False,-1.2585802727259918,False,0.0,True,False,0.0,2021-07-23,2021-07-26
159995.SZ,2021-07-30,1.813,1.8,1.864,1.78,1.844,0.031,1.7099,8391707.66,1528204534.0,1.63415,1.4232833333333335,1.3076083333333335,0.21716171617161728,0.5239669421487605,0.45311268715524045,0.01709873138444573,0.45564899658655733,0.0,0.12841538414466247,1126113057.4,6886416.194500001,True,159995.SZ,芯片ETF,芯片,0.5988168220068494,0.5,,True,True,True,0.5691717754047946,False,0.0,True,False,0.0,2021-07-30,2021-08-02
