trade_date,etf_code,shares,close,weight
2021-04-29,CASH,0.0,1.0,1.0
2021-04-30,CASH,0.0,1.0,1.0
2021-05-06,CASH,0.0,1.0,1.0
2021-05-07,CASH,0.0,1.0,1.0
2021-05-10,CASH,0.0,1.0,1.0
2021-05-11,CASH,0.0,1.0,1.0
2021-05-12,CASH,0.0,1.0,1.0
2021-05-13,CASH,0.0,1.0,1.0
2021-05-14,CASH,0.0,1.0,1.0
2021-05-17,515220.SH,322600.67883319804,1.558,0.49992496624831384
2021-05-18,515220.SH,322600.67883319804,1.566,0.5012053764426488
2021-05-19,515220.SH,322600.67883319804,1.531,0.4955546256888667
2021-05-20,515220.SH,322600.67883319804,1.472,0.4857336078718382
2021-05-21,515220.SH,322600.67883319804,1.496,0.48977437526635775
2021-05-24,512010.SH,307878.6928878226,3.197,0.999999909973
2021-05-25,512010.SH,307878.6928878226,3.293,0.9999999125975343
2021-05-26,512010.SH,307878.6928878226,3.289,0.9999999124912375
2021-05-27,512010.SH,307878.6928878226,3.314,0.999999913151382
2021-05-28,512010.SH,307878.6928878226,3.248,0.9999999113866012
2021-05-31,515030.SH,536025.1008299576,1.892,0.999999909973
2021-06-01,515030.SH,536025.1008299576,1.875,0.9999999091567553
2021-06-02,515030.SH,536025.1008299576,1.861,0.9999999084733564
2021-06-03,515030.SH,536025.1008299576,1.853,0.9999999080782064
2021-06-04,515030.SH,536025.1008299576,1.907,0.9999999106811305
2021-06-07,515030.SH,536025.1008299576,1.871,0.9999999089625421
2021-06-08,515030.SH,536025.1008299576,1.853,0.9999999080782064
2021-06-09,515030.SH,536025.1008299576,1.851,0.9999999079788852
2021-06-10,515030.SH,536025.1008299576,1.912,0.999999910914705
2021-06-11,515030.SH,536025.1008299576,1.934,0.9999999119280847
2021-06-15,515030.SH,536025.1008299576,1.917,0.9999999111470609
2021-06-16,515030.SH,536025.1008299576,1.792,0.9999999049491723
2021-06-17,515030.SH,536025.1008299576,1.849,0.999999907879349
2021-06-18,515030.SH,536025.1008299576,1.932,0.9999999118369128
2021-06-21,159995.SZ,725984.8948535323,1.433,0.999999909973
2021-06-22,159995.SZ,725984.8948535323,1.434,0.9999999100357804
2021-06-23,159995.SZ,725984.8948535323,1.5,0.9999999139942055
2021-06-24,159995.SZ,725984.8948535323,1.477,0.9999999126549144
2021-06-25,159995.SZ,725984.8948535323,1.499,0.9999999139368301
2021-06-28,515030.SH,535264.4903006377,2.059,0.9999999099730001
2021-06-29,515030.SH,535264.4903006377,2.062,0.9999999101039803
2021-06-30,515030.SH,535264.4903006377,2.118,0.9999999124808342
2021-07-01,515030.SH,535264.4903006377,2.091,0.9999999113507447
2021-07-02,515030.SH,535264.4903006377,2.084,0.9999999110529785
2021-07-05,CASH,0.0,1.0,1.0
2021-07-06,CASH,0.0,1.0,1.0
2021-07-07,CASH,0.0,1.0,1.0
2021-07-08,CASH,0.0,1.0,1.0
2021-07-09,CASH,0.0,1.0,1.0
2021-07-12,CASH,0.0,1.0,1.0
2021-07-13,CASH,0.0,1.0,1.0
2021-07-14,CASH,0.0,1.0,1.0
2021-07-15,CASH,0.0,1.0,1.0
2021-07-16,CASH,0.0,1.0,1.0
2021-07-19,CASH,0.0,1.0,1.0
2021-07-20,CASH,0.0,1.0,1.0
2021-07-21,CASH,0.0,1.0,1.0
2021-07-22,CASH,0.0,1.0,1.0
2021-07-23,CASH,0.0,1.0,1.0
2021-07-26,CASH,0.0,1.0,1.0
2021-07-27,CASH,0.0,1.0,1.0
2021-07-28,CASH,0.0,1.0,1.0
2021-07-29,CASH,0.0,1.0,1.0
2021-07-30,CASH,0.0,1.0,1.0
2021-08-02,CASH,0.0,1.0,1.0
2021-08-03,CASH,0.0,1.0,1.0
2021-08-04,CASH,0.0,1.0,1.0
2021-08-05,CASH,0.0,1.0,1.0
2021-08-06,CASH,0.0,1.0,1.0
2021-08-09,CASH,0.0,1.0,1.0
2021-08-10,CASH,0.0,1.0,1.0
2021-08-11,CASH,0.0,1.0,1.0
2021-08-12,CASH,0.0,1.0,1.0
2021-08-13,CASH,0.0,1.0,1.0
2021-08-16,CASH,0.0,1.0,1.0
2021-08-17,CASH,0.0,1.0,1.0
2021-08-18,CASH,0.0,1.0,1.0
2021-08-19,CASH,0.0,1.0,1.0
2021-08-20,CASH,0.0,1.0,1.0
2021-08-23,CASH,0.0,1.0,1.0
2021-08-24,CASH,0.0,1.0,1.0
2021-08-25,CASH,0.0,1.0,1.0
2021-08-26,CASH,0.0,1.0,1.0
2021-08-27,CASH,0.0,1.0,1.0
2021-08-30,CASH,0.0,1.0,1.0
2021-08-31,CASH,0.0,1.0,1.0
2021-09-01,CASH,0.0,1.0,1.0
2021-09-02,CASH,0.0,1.0,1.0
2021-09-03,CASH,0.0,1.0,1.0
2021-09-06,CASH,0.0,1.0,1.0
2021-09-07,CASH,0.0,1.0,1.0
2021-09-08,CASH,0.0,1.0,1.0
2021-09-09,CASH,0.0,1.0,1.0
2021-09-10,CASH,0.0,1.0,1.0
2021-09-13,CASH,0.0,1.0,1.0
2021-09-14,CASH,0.0,1.0,1.0
2021-09-15,CASH,0.0,1.0,1.0
2021-09-16,CASH,0.0,1.0,1.0
2021-09-17,CASH,0.0,1.0,1.0
2021-09-22,CASH,0.0,1.0,1.0
2021-09-23,CASH,0.0,1.0,1.0
2021-09-24,CASH,0.0,1.0,1.0
2021-09-27,CASH,0.0,1.0,1.0
2021-09-28,CASH,0.0,1.0,1.0
2021-09-29,CASH,0.0,1.0,1.0
2021-09-30,CASH,0.0,1.0,1.0
2021-10-08,CASH,0.0,1.0,1.0
2021-10-11,CASH,0.0,1.0,1.0
2021-10-12,CASH,0.0,1.0,1.0
2021-10-13,CASH,0.0,1.0,1.0
2021-10-14,CASH,0.0,1.0,1.0
2021-10-15,CASH,0.0,1.0,1.0
2021-10-18,CASH,0.0,1.0,1.0
2021-10-19,CASH,0.0,1.0,1.0
2021-10-20,CASH,0.0,1.0,1.0
2021-10-21,CASH,0.0,1.0,1.0
2021-10-22,CASH,0.0,1.0,1.0
2021-10-25,CASH,0.0,1.0,1.0
2021-10-26,CASH,0.0,1.0,1.0
2021-10-27,CASH,0.0,1.0,1.0
2021-10-28,CASH,0.0,1.0,1.0
2021-10-29,CASH,0.0,1.0,1.0
2021-11-01,CASH,0.0,1.0,1.0
2021-11-02,CASH,0.0,1.0,1.0
2021-11-03,CASH,0.0,1.0,1.0
2021-11-04,CASH,0.0,1.0,1.0
2021-11-05,CASH,0.0,1.0,1.0
2021-11-08,CASH,0.0,1.0,1.0
2021-11-09,CASH,0.0,1.0,1.0
2021-11-10,CASH,0.0,1.0,1.0
2021-11-11,CASH,0.0,1.0,1.0
2021-11-12,CASH,0.0,1.0,1.0
2021-11-15,CASH,0.0,1.0,1.0
2021-11-16,CASH,0.0,1.0,1.0
2021-11-17,CASH,0.0,1.0,1.0
2021-11-18,CASH,0.0,1.0,1.0
2021-11-19,CASH,0.0,1.0,1.0
2021-11-22,CASH,0.0,1.0,1.0
2021-11-23,CASH,0.0,1.0,1.0
2021-11-24,CASH,0.0,1.0,1.0
2021-11-25,CASH,0.0,1.0,1.0
2021-11-26,CASH,0.0,1.0,1.0
2021-11-29,CASH,0.0,1.0,1.0
2021-11-30,CASH,0.0,1.0,1.0
2021-12-01,CASH,0.0,1.0,1.0
2021-12-02,CASH,0.0,1.0,1.0
