trade_date,exchange_id,rzye,rzmre,rzche,rqye,rqmcl,rzrqye,rqyl
20240419,BSE,1175649393.0,63125666.0,98072166.0,0.0,0.0,1175649393.0,0.0
20240419,SSE,787930724525.0,37187702499.0,39296970188.0,25360290263.0,97865237.0,813291014788.0,4822570825.0
20240419,SZSE,699249586167.0,33979179001.0,36394701508.0,14469631524.0,73926501.0,713719217691.0,2247618243.0
