trade_date,exchange_id,rzye,rzmre,rzche,rqye,rqmcl,rzrqye,rqyl
20230728,BSE,206371874.0,9721270.0,-6330229.0,0.0,0.0,206371874.0,0.0
20230728,SSE,771738791954.0,36894571498.0,37965452829.0,60195147126.0,818521998.0,831933939080.0,7086527432.0
20230728,SZSE,707285685052.0,32539988472.0,34563331296.0,32767230900.0,247703378.0,740052915952.0,2865344231.0
