trade_date,exchange_id,rzye,rzmre,rzche,rqye,rqmcl,rzrqye,rqyl
20210305,SSE,806221304478.0,38603742759.0,41406242154.0,87709922023.0,203625497.0,893931226501.0,7453762584.0
20210305,SZSE,720034633718.0,33731496910.0,37275776400.0,54125489199.0,100797548.0,774160122917.0,2871607125.0
