index_code,con_code,in_date,out_date,is_new
801050.SI,601702.SH,20200914,,Y
801050.SI,601899.SH,20080507,,Y
801050.SI,601958.SH,20080425,,Y
801050.SI,603003.SH,20190708,20211210,N
801050.SI,603045.SH,20180524,,Y
801050.SI,603072.SH,20250110,,Y
801050.SI,603115.SH,20190816,,Y
801050.SI,603124.SH,20250327,,Y
801050.SI,603132.SH,20220301,,Y
801050.SI,603260.SH,20171106,20211210,N
801050.SI,603271.SH,20250318,,Y
801050.SI,603399.SH,20120831,,Y
801050.SI,603527.SH,20170914,,Y
801050.SI,603612.SH,20170725,20211210,N
801050.SI,603663.SH,20160808,20211210,N
801050.SI,603688.SH,20141107,20211210,N
801050.SI,603799.SH,20150205,,Y
801050.SI,603826.SH,20170421,20211210,N
801050.SI,603876.SH,20180425,,Y
801050.SI,603937.SH,20211213,,Y
801050.SI,603978.SH,20170814,,Y
801050.SI,603979.SH,20231018,,Y
801050.SI,603993.SH,20121016,,Y
801050.SI,605158.SH,20230706,,Y
801050.SI,605208.SH,20210315,,Y
801050.SI,605376.SH,20201215,,Y
801050.SI,688077.SH,20230925,,Y
801050.SI,688102.SH,20230925,,Y
801050.SI,688190.SH,20230925,,Y
801050.SI,688231.SH,20230925,,Y
801050.SI,688456.SH,20230925,,Y
801050.SI,688750.SH,20241127,,Y
801050.SI,688786.SH,20230925,,Y
801050.SI,688811.SH,20260417,,Y
