index_code,con_code,in_date,out_date,is_new
801750.SI,300344.SZ,20190708,20260330,N
801750.SI,300348.SZ,20140221,,Y
801750.SI,300352.SZ,20140221,,Y
801750.SI,300365.SZ,20140221,,Y
801750.SI,300366.SZ,20140221,,Y
801750.SI,300367.SZ,20140221,20220608,N
801750.SI,300368.SZ,20140221,,Y
801750.SI,300369.SZ,20140221,,Y
801750.SI,300377.SZ,20140221,,Y
801750.SI,300378.SZ,20140221,,Y
801750.SI,300379.SZ,20140221,20251229,N
801750.SI,300380.SZ,20140221,,Y
801750.SI,300383.SZ,20211213,20230705,N
801750.SI,300384.SZ,20140808,20180713,N
801750.SI,300386.SZ,20140703,,Y
801750.SI,300399.SZ,20141016,,Y
801750.SI,300419.SZ,20150129,,Y
801750.SI,300440.SZ,20150430,,Y
801750.SI,300448.SZ,20150504,,Y
801750.SI,300449.SZ,20150429,,Y
801750.SI,300451.SZ,20150521,,Y
801750.SI,300454.SZ,20180523,,Y
801750.SI,300455.SZ,20150522,,Y
801750.SI,300462.SZ,20150603,,Y
801750.SI,300465.SZ,20150604,,Y
801750.SI,300468.SZ,20150603,,Y
801750.SI,300469.SZ,20150618,,Y
801750.SI,300479.SZ,20150619,,Y
801750.SI,300496.SZ,20151217,,Y
801750.SI,300508.SZ,20160428,,Y
801750.SI,300513.SZ,20160606,20190705,N
801750.SI,300520.SZ,20160715,,Y
801750.SI,300523.SZ,20160802,,Y
801750.SI,300525.SZ,20160802,,Y
801750.SI,300531.SZ,20211213,,Y
801750.SI,300532.SZ,20160825,,Y
801750.SI,300541.SZ,20160922,,Y
801750.SI,300542.SZ,20160927,,Y
801750.SI,300546.SZ,20161013,,Y
801750.SI,300550.SZ,20161025,,Y
801750.SI,300551.SZ,20210519,,Y
801750.SI,300552.SZ,20161028,,Y
801750.SI,300556.SZ,20161111,,Y
801750.SI,300559.SZ,20161108,,Y
801750.SI,300561.SZ,20161124,,Y
801750.SI,300579.SZ,20161230,,Y
801750.SI,300588.SZ,20170112,,Y
801750.SI,300598.SZ,20170203,,Y
801750.SI,300605.SZ,20170215,,Y
801750.SI,300608.SZ,20170220,,Y
801750.SI,300609.SZ,20170222,,Y
801750.SI,300624.SZ,20180125,,Y
801750.SI,300627.SZ,20170328,20190705,N
801750.SI,300634.SZ,20180404,,Y
801750.SI,300645.SZ,20170428,,Y
801750.SI,300659.SZ,20170606,,Y
