trade_date,exchange_id,rzye,rzmre,rzche,rqye,rqmcl,rzrqye,rqyl
20220701,SSE,807893323016.0,41649257686.0,43910864867.0,60713899537.0,489681818.0,868607222553.0,7409562756.0
20220701,SZSE,699305781047.0,42278364659.0,42553524740.0,32533840594.0,200528821.0,731839621641.0,2019400628.0
