ts_code,ann_date,end_date,revenue,operate_profit,total_profit,n_income,total_assets,total_hldr_eqy_exc_min_int,diluted_eps,diluted_roe,yoy_net_profit,bps,perf_summary,update_flag
000001.SZ,20230117,20221231,179895000000.0,57475000000.0,57253000000.0,45516000000.0,5321514000000.0,434680000000.0,2.2,12.36,36336000000.0,,,0
