index_code,con_code,in_date,out_date,is_new
801081.SI,688401.SH,20230925,,Y
801081.SI,688403.SH,20230925,,Y
801081.SI,688409.SH,20230925,,Y
801081.SI,688416.SH,20230925,,Y
801081.SI,688419.SH,20230925,,Y
801081.SI,688432.SH,20230925,,Y
801081.SI,688449.SH,20241206,,Y
801081.SI,688458.SH,20230925,,Y
801081.SI,688469.SH,20230925,,Y
801081.SI,688478.SH,20230925,,Y
801081.SI,688484.SH,20230925,,Y
801081.SI,688486.SH,20230925,,Y
801081.SI,688498.SH,20230925,,Y
801081.SI,688508.SH,20230925,,Y
801081.SI,688512.SH,20230925,,Y
801081.SI,688515.SH,20230925,,Y
801081.SI,688521.SH,20230925,,Y
801081.SI,688525.SH,20230925,,Y
801081.SI,688530.SH,20240516,,Y
801081.SI,688535.SH,20230925,,Y
801081.SI,688536.SH,20230925,,Y
801081.SI,688582.SH,20230925,,Y
801081.SI,688584.SH,20240223,,Y
801081.SI,688589.SH,20230925,,Y
801081.SI,688591.SH,20230925,,Y
801081.SI,688593.SH,20230925,,Y
801081.SI,688595.SH,20230925,,Y
801081.SI,688601.SH,20230925,,Y
801081.SI,688605.SH,20241219,,Y
801081.SI,688608.SH,20230925,,Y
801081.SI,688620.SH,20230925,,Y
801081.SI,688652.SH,20231206,,Y
801081.SI,688653.SH,20231124,,Y
801081.SI,688661.SH,20230925,,Y
801081.SI,688689.SH,20230925,,Y
801081.SI,688691.SH,20240418,,Y
801081.SI,688693.SH,20230925,,Y
801081.SI,688699.SH,20230925,,Y
801081.SI,688702.SH,20230925,,Y
801081.SI,688709.SH,20240222,,Y
801081.SI,688711.SH,20230925,,Y
801081.SI,688720.SH,20231213,,Y
801081.SI,688721.SH,20240813,,Y
801081.SI,688727.SH,20251125,,Y
801081.SI,688728.SH,20230925,,Y
801081.SI,688729.SH,20250715,,Y
801081.SI,688766.SH,20230925,,Y
801081.SI,688783.SH,20251104,,Y
801081.SI,688785.SH,20260204,,Y
801081.SI,688790.SH,20251223,,Y
801081.SI,688795.SH,20251212,,Y
801081.SI,688798.SH,20230925,,Y
801081.SI,688802.SH,20251224,,Y
801081.SI,688807.SH,20251226,,Y
801081.SI,688809.SH,20260108,,Y
801081.SI,688820.SH,20260428,,Y
801081.SI,688981.SH,20230925,,Y
