trade_date,exchange_id,rzye,rzmre,rzche,rqye,rqmcl,rzrqye,rqyl
20220617,SSE,793940350029.0,42842107943.0,44643111044.0,55290070732.0,488522030.0,849230420761.0,6912217032.0
20220617,SZSE,682998612429.0,39897787135.0,40615917458.0,27982248283.0,222775083.0,710980860712.0,1957366596.0
