trade_date,exchange_id,rzye,rzmre,rzche,rqye,rqmcl,rzrqye,rqyl
20220107,SSE,895813442330.0,37040847589.0,45363433830.0,71268730282.0,197057658.0,967082172612.0,7347023572.0
20220107,SZSE,806888273850.0,41448270937.0,49011652739.0,40628967106.0,90107815.0,847517240956.0,2382739191.0
