trade_date,exchange_id,rzye,rzmre,rzche,rqye,rqmcl,rzrqye,rqyl
20251212,BSE,7714704009.0,1068260687.0,2469969697.0,249788.0,900.0,7714953797.0,10263.0
20251212,SSE,1252369646071.0,89102959662.0,93712070915.0,11858586110.0,50599833.0,1264228232181.0,2522964410.0
20251212,SZSE,1223647189083.0,104659544586.0,106419272014.0,5813382740.0,14710157.0,1229460571823.0,748979167.0
