trade_date,exchange_id,rzye,rzmre,rzche,rqye,rqmcl,rzrqye,rqyl
20211224,SSE,905742911873.0,40269156117.0,45467541155.0,75488891458.0,265029679.0,981231803331.0,7670593709.0
20211224,SZSE,809242132223.0,43869889986.0,47636060591.0,41523145830.0,113030947.0,850765278053.0,2329889540.0
