ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
000300.SH,20260311,4704.4959,4681.0316,4711.8671,4674.7088,4674.7562,29.7397,0.6362,270175443.0,579564397.6
000300.SH,20260310,4674.7562,4648.7851,4677.5958,4648.7851,4615.4551,59.3011,1.2848,263903748.0,557607876.149
000300.SH,20260309,4615.4551,4600.2535,4625.9814,4548.969,4660.439,-44.9839,-0.9652,322787617.0,665821508.005
000300.SH,20260306,4660.439,4621.4939,4671.7126,4612.7943,4647.6921,12.7469,0.2743,238527926.0,487807080.157
000300.SH,20260305,4647.6921,4651.9415,4671.5268,4630.3024,4602.6247,45.0674,0.9792,259317825.0,570443777.085
000300.SH,20260304,4602.6247,4609.1918,4639.4204,4575.8249,4655.8962,-53.2715,-1.1442,303035666.0,608923128.59
000300.SH,20260303,4655.8962,4737.3164,4744.5987,4651.4047,4728.6688,-72.7726,-1.539,370624272.0,801659243.77
000300.SH,20260302,4728.6688,4681.0141,4735.4055,4667.2752,4710.6469,18.0219,0.3826,349260752.0,752681937.77
000300.SH,20260227,4710.6469,4698.3,4721.0141,4692.891,4726.8739,-16.227,-0.3433,261420865.0,578820992.51
000300.SH,20260226,4726.8739,4741.3896,4742.1476,4706.6943,4735.8858,-9.0119,-0.1903,234847644.0,599848915.405
000300.SH,20260225,4735.8858,4713.5754,4766.5587,4713.3438,4707.544,28.3418,0.6021,284268354.0,596903872.617
000300.SH,20260224,4707.544,4727.2961,4727.373,4698.3488,4660.4056,47.1384,1.0115,218488890.0,526084235.584
000300.SH,20260213,4660.4056,4693.4106,4703.6332,4658.4038,4719.578,-59.1724,-1.2538,189167756.0,452878594.069
000300.SH,20260212,4719.578,4720.0085,4726.0426,4707.7359,4713.8185,5.7595,0.1222,197841439.0,490473852.275
000300.SH,20260211,4713.8185,4715.6697,4723.7043,4703.6873,4724.2956,-10.4771,-0.2218,173391681.0,433428613.402
000300.SH,20260210,4724.2956,4718.2552,4732.0871,4713.8684,4719.0559,5.2397,0.111,187000958.0,450339578.978
000300.SH,20260209,4719.0559,4693.6715,4719.9642,4679.9037,4643.5959,75.46,1.625,207251938.0,522757267.199
000300.SH,20260206,4643.5959,4622.9747,4678.2618,4606.6379,4670.4188,-26.8229,-0.5743,202716477.0,505759806.238
000300.SH,20260205,4670.4188,4664.7478,4687.0213,4639.43,4698.6832,-28.2644,-0.6015,237856351.0,550433167.197
000300.SH,20260204,4698.6832,4647.9671,4701.4768,4641.8424,4660.1074,38.5758,0.8278,264881032.0,636018589.863
000300.SH,20260203,4660.1074,4648.3574,4662.1264,4578.2087,4605.9799,54.1275,1.1752,265549405.0,666626842.811
000300.SH,20260202,4605.9799,4674.2759,4716.6069,4601.7603,4706.3401,-100.3602,-2.1324,304773500.0,725920381.252
000300.SH,20260130,4706.3401,4723.081,4738.8711,4645.4706,4753.8697,-47.5296,-0.9998,319786531.0,750564885.195
000300.SH,20260129,4753.8697,4733.0879,4770.9599,4696.0536,4717.9914,35.8783,0.7605,415513055.0,917966160.339
000300.SH,20260128,4717.9914,4725.6014,4739.6257,4697.9063,4705.6918,12.2996,0.2614,382255602.0,829414067.055
000300.SH,20260127,4705.6918,4705.1744,4736.9857,4675.6409,4706.964,-1.2722,-0.027,301475697.0,715267914.84
000300.SH,20260126,4706.964,4715.3753,4754.1777,4693.1577,4702.4966,4.4674,0.095,363004481.0,796832970.315
000300.SH,20260123,4702.4966,4729.585,4734.7942,4684.6172,4723.7091,-21.2125,-0.4491,314635445.0,755617735.528
000300.SH,20260122,4723.7091,4741.7548,4757.7637,4700.4482,4723.0692,0.6399,0.0135,274199932.0,690235248.161
000300.SH,20260121,4723.0692,4714.5541,4758.2793,4714.2366,4718.8782,4.191,0.0888,266353332.0,665330511.237
000300.SH,20260120,4718.8782,4736.9096,4748.2297,4684.9684,4734.4556,-15.5774,-0.329,282719579.0,671960685.391
000300.SH,20260119,4734.4556,4720.1945,4761.6317,4715.0867,4731.8728,2.5828,0.0546,267612492.0,655149256.236
000300.SH,20260116,4731.8728,4778.4302,4792.5514,4715.3646,4751.4293,-19.5565,-0.4116,325278929.0,785624166.096
000300.SH,20260115,4751.4293,4721.7966,4769.5478,4720.9368,4741.9306,9.4987,0.2003,254003636.0,674058683.64
000300.SH,20260114,4741.9306,4767.6956,4818.1008,4720.246,4761.0324,-19.1018,-0.4012,364951023.0,891334219.174
000300.SH,20260113,4761.0324,4798.0488,4836.9549,4745.5154,4789.9155,-28.8831,-0.603,301449497.0,801054979.64
000300.SH,20260112,4789.9155,4769.6501,4795.9327,4737.5702,4758.9221,30.9934,0.6513,294833165.0,799954082.388
000300.SH,20260109,4758.9221,4725.9571,4771.4276,4719.134,4737.6536,21.2685,0.4489,254688038.0,668788811.127
000300.SH,20260108,4737.6536,4761.0105,4765.4863,4717.0091,4776.6658,-39.0122,-0.8167,238804957.0,630655637.962
000300.SH,20260107,4776.6658,4796.9335,4802.6028,4751.0713,4790.6938,-14.028,-0.2928,259095564.0,664897929.361
000300.SH,20260106,4790.6938,4719.2088,4790.6938,4718.0099,4717.7457,72.9481,1.5462,296970686.0,725414566.873
000300.SH,20260105,4717.7457,4661.616,4721.6378,4661.616,4629.9395,87.8062,1.8965,234144839.0,630577351.311
000300.SH,20251231,4629.9395,4656.48,4667.0467,4622.0988,4651.2818,-21.3423,-0.4588,170760224.0,444491545.749
000300.SH,20251230,4651.2818,4617.3163,4664.3305,4616.6323,4639.3721,11.9097,0.2567,180374974.0,457185489.037
000300.SH,20251229,4639.3721,4658.2654,4672.0352,4629.0567,4657.24,-17.8679,-0.3837,200397133.0,482613536.467
000300.SH,20251226,4657.24,4639.7895,4676.131,4635.1052,4642.5357,14.7043,0.3167,175396565.0,460426934.268
000300.SH,20251225,4642.5357,4629.3195,4651.1535,4621.9208,4634.0586,8.4771,0.1829,139434186.0,385356060.832
000300.SH,20251224,4634.0586,4623.6831,4639.4278,4602.1444,4620.7341,13.3245,0.2884,153711241.0,406375640.662
000300.SH,20251223,4620.7341,4616.026,4644.5347,4607.7992,4611.6235,9.1106,0.1976,169256412.0,433141326.006
000300.SH,20251222,4611.6235,4587.6683,4615.8721,4587.6683,4568.1781,43.4454,0.951,165252856.0,448240599.514
000300.SH,20251219,4568.1781,4561.3729,4591.0931,4546.8465,4552.7926,15.3855,0.3379,154876220.0,371577144.281
000300.SH,20251218,4552.7926,4553.9788,4571.9683,4544.1416,4579.875,-27.0824,-0.5913,151681328.0,382102395.685
000300.SH,20251217,4579.875,4499.7729,4594.6556,4498.9304,4497.5545,82.3205,1.8303,178424830.0,452504741.114
000300.SH,20251216,4497.5545,4542.4226,4553.0806,4484.27,4552.0596,-54.5051,-1.1974,165165201.0,390500134.303
000300.SH,20251215,4552.0596,4550.0028,4595.0463,4548.4382,4580.95,-28.8904,-0.6307,167589967.0,424383389.792
000300.SH,20251212,4580.95,4558.7375,4583.6753,4530.7841,4552.1848,28.7652,0.6319,212826520.0,523863221.652
000300.SH,20251211,4552.1848,4597.1901,4610.2787,4547.1372,4591.8273,-39.6425,-0.8633,168419405.0,432431093.51
000300.SH,20251210,4591.8273,4586.254,4598.5366,4549.0798,4598.2232,-6.3959,-0.1391,169111106.0,401452781.498
000300.SH,20251209,4598.2232,4611.379,4628.7049,4584.254,4621.7545,-23.5313,-0.5091,184160344.0,452113884.581
000300.SH,20251208,4621.7545,4593.1399,4640.6256,4592.7414,4584.5368,37.2177,0.8118,199620990.0,496716196.112
000300.SH,20251205,4584.5368,4547.9056,4593.8279,4535.0195,4546.5664,37.9704,0.8351,196799968.0,412146806.538
000300.SH,20251204,4546.5664,4533.6004,4557.4228,4514.1878,4531.0486,15.5178,0.3425,147198110.0,348767399.212
000300.SH,20251203,4531.0486,4554.5894,4569.821,4523.5017,4554.3347,-23.2861,-0.5113,169762790.0,374486168.903
000300.SH,20251202,4554.3347,4571.9098,4575.4945,4539.4312,4576.4856,-22.1509,-0.484,148493132.0,364366426.478
000300.SH,20251201,4576.4856,4539.1877,4576.9654,4531.2917,4526.6616,49.824,1.1007,200382317.0,463861587.251
000300.SH,20251128,4526.6616,4511.4972,4531.7219,4492.4256,4515.4027,11.2589,0.2493,142902096.0,341832317.979
000300.SH,20251127,4515.4027,4520.014,4559.2183,4509.8635,4517.6255,-2.2228,-0.0492,150311772.0,417789843.568
000300.SH,20251126,4517.6255,4490.2021,4538.1361,4485.6984,4490.4047,27.2208,0.6062,156200368.0,427361377.738
000300.SH,20251125,4490.4047,4475.8359,4510.7729,4467.3529,4448.0478,42.3569,0.9523,169571929.0,411523796.962
000300.SH,20251124,4448.0478,4473.1563,4478.8081,4421.8123,4453.6076,-5.5598,-0.1248,185833729.0,425807469.5
000300.SH,20251121,4453.6076,4513.3858,4527.0436,4453.1819,4564.9483,-111.3407,-2.439,222851013.0,481295814.463
000300.SH,20251120,4564.9483,4619.5401,4620.6529,4560.1814,4588.2922,-23.3439,-0.5088,194562593.0,415064817.73
000300.SH,20251119,4588.2922,4568.0365,4607.8627,4568.0365,4568.1928,20.0994,0.44,172924974.0,385230481.97
000300.SH,20251118,4568.1928,4584.7896,4606.6167,4552.8038,4598.0525,-29.8597,-0.6494,177713185.0,420150126.547
000300.SH,20251117,4598.0525,4616.8058,4624.8976,4580.2613,4628.1398,-30.0873,-0.6501,188955466.0,438940097.528
000300.SH,20251114,4628.1398,4663.3175,4684.2578,4628.0242,4702.0738,-73.934,-1.5724,192092676.0,444720433.579
000300.SH,20251113,4702.0738,4643.7862,4703.4897,4643.7862,4645.9079,56.1659,1.2089,207367474.0,510060678.21
000300.SH,20251112,4645.9079,4643.5592,4669.6073,4620.9897,4652.1655,-6.2576,-0.1345,209460592.0,492308866.409
000300.SH,20251111,4652.1655,4706.3374,4707.1275,4648.4896,4695.0507,-42.8852,-0.9134,186638858.0,477629076.357
000300.SH,20251110,4695.0507,4688.124,4695.1794,4654.2103,4678.7944,16.2563,0.3474,236026764.0,593977127.605
000300.SH,20251107,4678.7944,4673.7616,4701.3743,4666.0405,4693.4032,-14.6088,-0.3113,212497377.0,507573849.5
000300.SH,20251106,4693.4032,4642.0112,4698.0935,4642.0112,4627.257,66.1462,1.4295,224241008.0,553641780.921
000300.SH,20251105,4627.257,4562.1117,4642.6101,4558.7647,4618.699,8.558,0.1853,203045871.0,468361161.389
000300.SH,20251104,4618.699,4649.3481,4665.323,4595.066,4653.4028,-34.7038,-0.7458,233224032.0,505177700.977
000300.SH,20251103,4653.4028,4636.7323,4653.4028,4595.7339,4640.6676,12.7352,0.2744,239869809.0,557602941.096
000300.SH,20251031,4640.6676,4702.4946,4706.1395,4640.6676,4709.911,-69.2434,-1.4702,281464740.0,680712251.493
000300.SH,20251030,4709.911,4735.9807,4761.8339,4706.452,4747.8378,-37.9268,-0.7988,273289118.0,719956285.438
000300.SH,20251029,4747.8378,4701.0362,4747.8378,4697.268,4691.973,55.8648,1.1906,246211324.0,645898688.765
000300.SH,20251028,4691.973,4697.7277,4734.3218,4679.2288,4716.0186,-24.0456,-0.5099,220906645.0,571563257.096
000300.SH,20251027,4716.0186,4699.3819,4720.4288,4687.6876,4660.6835,55.3351,1.1873,262200674.0,672670372.523
000300.SH,20251024,4660.6835,4622.7873,4660.6835,4622.7873,4606.3447,54.3388,1.1797,208814483.0,551986648.561
000300.SH,20251023,4606.3447,4578.7018,4611.3409,4541.6944,4592.57,13.7747,0.2999,200463917.0,420800208.776
000300.SH,20251022,4592.57,4576.0277,4603.4884,4567.2361,4607.8715,-15.3015,-0.3321,185333960.0,440935302.747
000300.SH,20251021,4607.8715,4556.1224,4615.463,4547.9283,4538.2201,69.6514,1.5348,215711175.0,551390253.216
000300.SH,20251020,4538.2201,4558.2421,4570.4376,4520.5024,4514.2345,23.9856,0.5313,218420405.0,505798833.703
000300.SH,20251017,4514.2345,4610.6967,4618.5621,4509.3289,4618.4218,-104.1873,-2.2559,256905617.0,559085965.219
000300.SH,20251016,4618.4218,4588.9206,4645.0959,4586.2801,4606.2879,12.1339,0.2634,248235518.0,560567191.741
000300.SH,20251015,4606.2879,4544.2431,4608.8239,4526.834,4539.0644,67.2235,1.481,284771855.0,607326345.326
000300.SH,20251014,4539.0644,4634.0543,4641.4492,4520.9258,4593.9785,-54.9141,-1.1953,372954030.0,808959003.201
000300.SH,20251013,4593.9785,4490.8661,4601.8072,4490.8661,4616.8341,-22.8556,-0.495,315010354.0,714001634.395
000300.SH,20251010,4616.8341,4679.4983,4692.5858,4600.9646,4709.482,-92.6479,-1.9673,319020899.0,792743047.251
000300.SH,20251009,4709.482,4662.1133,4726.3449,4651.9895,4640.6935,68.7885,1.4823,347678696.0,862208005.908
000300.SH,20250930,4640.6935,4629.8987,4647.5031,4616.2243,4620.0528,20.6407,0.4468,247980359.0,664624101.862
000300.SH,20250929,4620.0528,4555.0342,4647.5691,4541.4252,4550.0487,70.0041,1.5385,274358877.0,693395231.241
000300.SH,20250926,4550.0487,4576.9142,4597.8472,4550.0487,4593.4875,-43.4388,-0.9457,208482114.0,598723903.174
000300.SH,20250925,4593.4875,4563.9827,4613.9486,4558.8424,4566.0708,27.4167,0.6004,229823333.0,669866986.619
000300.SH,20250924,4566.0708,4495.2659,4567.4948,4494.1133,4519.7781,46.2927,1.0242,220482608.0,629161495.484
000300.SH,20250923,4519.7781,4536.7569,4560.7319,4459.7281,4522.608,-2.8299,-0.0626,252827062.0,680513630.7
000300.SH,20250922,4522.608,4512.0251,4523.8695,4487.1299,4501.9195,20.6885,0.4595,196459956.0,563149164.266
000300.SH,20250919,4501.9195,4499.0906,4533.0919,4491.8437,4498.109,3.8105,0.0847,225044000.0,603887059.817
000300.SH,20250918,4498.109,4546.0319,4573.8331,4454.9886,4551.023,-52.914,-1.1627,309859826.0,839987127.411
000300.SH,20250917,4551.023,4517.2855,4556.0296,4503.7959,4523.3367,27.6863,0.6121,235716472.0,608454200.521
000300.SH,20250916,4523.3367,4539.9217,4552.419,4494.7875,4533.0557,-9.719,-0.2144,249269206.0,613728334.806
000300.SH,20250915,4533.0557,4534.8866,4566.9053,4522.4958,4521.998,11.0577,0.2445,231885678.0,613314652.4
000300.SH,20250912,4521.998,4544.5905,4564.6665,4517.7897,4548.0345,-26.0365,-0.5725,266442003.0,689576075.7
000300.SH,20250911,4548.0345,4438.839,4548.0345,4427.9242,4445.3649,102.6696,2.3096,253264051.0,693156671.398
000300.SH,20250910,4445.3649,4438.2998,4466.6325,4414.5937,4436.2584,9.1065,0.2053,203597646.0,535539349.489
000300.SH,20250909,4436.2584,4448.739,4472.093,4412.6914,4467.5733,-31.3149,-0.7009,221375460.0,562861103.958
000300.SH,20250908,4467.5733,4467.1693,4482.763,4438.0698,4460.3249,7.2484,0.1625,267638382.0,683630879.769
000300.SH,20250905,4460.3249,4365.6083,4466.5603,4350.2974,4365.2085,95.1164,2.179,249625657.0,664166970.947
000300.SH,20250904,4365.2085,4461.2503,4465.4967,4327.5068,4459.8296,-94.6211,-2.1216,307934609.0,773124596.998
000300.SH,20250903,4459.8296,4501.3388,4510.7303,4427.5176,4490.4528,-30.6232,-0.682,254320217.0,655697116.709
000300.SH,20250902,4490.4528,4521.9828,4548.8937,4454.4169,4523.7111,-33.2583,-0.7352,303932566.0,777999297.964
000300.SH,20250901,4523.7111,4516.8787,4528.1342,4487.5304,4496.7591,26.952,0.5994,320366708.0,770378288.127
000300.SH,20250829,4496.7591,4455.8034,4516.8395,4452.3632,4463.782,32.9771,0.7388,351938947.0,831194066.158
000300.SH,20250828,4463.782,4378.0351,4464.8028,4364.171,4386.1266,77.6554,1.7705,296834536.0,739423602.221
000300.SH,20250827,4386.1266,4458.8399,4494.9126,4386.1266,4452.5905,-66.4639,-1.4927,333133898.0,785098482.974
000300.SH,20250826,4452.5905,4453.3526,4476.803,4435.5275,4469.2217,-16.6312,-0.3721,270621395.0,627950450.229
000300.SH,20250825,4469.2217,4416.2924,4472.6525,4404.7761,4377.9977,91.224,2.0837,358090006.0,823681964.473
000300.SH,20250822,4377.9977,4287.3633,4378.3881,4287.3633,4288.0707,89.927,2.0971,290434897.0,675935075.409
000300.SH,20250821,4288.0707,4284.3712,4308.4472,4273.6523,4271.3958,16.6749,0.3904,259030014.0,558521268.967
000300.SH,20250820,4271.3958,4208.4005,4272.1463,4190.5559,4223.3741,48.0217,1.137,246481773.0,538815306.147
000300.SH,20250819,4223.3741,4241.7651,4264.2303,4215.2075,4239.4125,-16.0384,-0.3783,250818771.0,553536203.26
000300.SH,20250818,4239.4125,4218.2471,4272.9602,4203.4191,4202.3533,37.0592,0.8819,301479102.0,635365867.185
000300.SH,20250815,4202.3533,4162.4205,4214.7291,4157.495,4173.3131,29.0402,0.6959,261327566.0,518686873.501
000300.SH,20250814,4173.3131,4179.965,4220.3109,4165.9376,4176.5776,-3.2645,-0.0782,221103595.0,485075642.622
000300.SH,20250813,4176.5776,4150.5037,4186.748,4147.1991,4143.8252,32.7524,0.7904,213934999.0,462776745.465
000300.SH,20250812,4143.8252,4123.5762,4153.2948,4121.2243,4122.5106,21.3146,0.517,177287823.0,383088423.33
000300.SH,20250811,4122.5106,4110.2939,4134.2462,4103.605,4104.9669,17.5437,0.4274,190443716.0,360685826.235
000300.SH,20250808,4104.9669,4109.2734,4122.2104,4097.4157,4114.666,-9.6991,-0.2357,173171201.0,308507687.635
000300.SH,20250807,4114.666,4120.2822,4129.7382,4094.8214,4113.4852,1.1808,0.0287,198641902.0,358108366.984
000300.SH,20250806,4113.4852,4100.4283,4116.7085,4098.3544,4103.45,10.0352,0.2446,176676155.0,307674626.125
000300.SH,20250805,4103.45,4080.3877,4106.2969,4075.5836,4070.7023,32.7477,0.8045,178851999.0,306934255.766
000300.SH,20250804,4070.7023,4037.9378,4070.7023,4037.9378,4054.9286,15.7737,0.389,162275902.0,295976826.632
000300.SH,20250801,4054.9286,4069.9254,4085.3543,4040.462,4075.5912,-20.6626,-0.507,196221826.0,359685164.163
000300.SH,20250731,4075.5912,4141.5612,4141.8243,4063.6662,4151.2379,-75.6467,-1.8223,267087406.0,492142571.739
000300.SH,20250730,4151.2379,4148.9405,4185.2064,4127.4301,4152.0247,-0.7868,-0.0189,249853048.0,445168467.668
000300.SH,20250729,4152.0247,4132.6833,4153.3307,4117.5772,4135.8242,16.2005,0.3917,230807880.0,428764310.974
000300.SH,20250728,4135.8242,4128.1993,4146.12,4112.9677,4127.1634,8.6608,0.2098,222759815.0,406792873.973
000300.SH,20250725,4127.1634,4145.3195,4150.4994,4117.8005,4149.0368,-21.8734,-0.5272,273594963.0,430445513.471
000300.SH,20250724,4149.0368,4116.8312,4152.4265,4111.8849,4119.7685,29.2683,0.7104,319632392.0,487000043.884
000300.SH,20250723,4119.7685,4129.1476,4155.6783,4113.9085,4118.9582,0.8103,0.0197,300506154.0,470330899.421
000300.SH,20250722,4118.9582,4087.3354,4119.2021,4068.3383,4085.6072,33.351,0.8163,257596985.0,450874014.479
000300.SH,20250721,4085.6072,4069.7685,4086.1171,4063.4427,4058.5486,27.0586,0.6667,223268476.0,377938564.878
000300.SH,20250718,4058.5486,4039.8712,4064.6378,4039.3181,4034.491,24.0576,0.5963,186211063.0,354244444.63
000300.SH,20250717,4034.491,4005.067,4034.5935,4005.067,4007.2019,27.2891,0.681,161249041.0,325516865.723
000300.SH,20250716,4007.2019,4019.3925,4027.8567,3993.9209,4019.0644,-11.8625,-0.2952,151027308.0,300656795.665
000300.SH,20250715,4019.0644,4023.9896,4042.6574,3994.2628,4017.6678,1.3966,0.0348,191042931.0,353524574.441
000300.SH,20250714,4017.6678,4021.2135,4034.9198,4017.6678,4014.807,2.8608,0.0713,207917175.0,321415945.157
000300.SH,20250711,4014.807,4011.4652,4065.9419,4010.1052,4010.0243,4.7827,0.1193,262052773.0,443780794.88
000300.SH,20250710,4010.0243,3993.4196,4032.9829,3992.5242,3991.4006,18.6237,0.4666,209778904.0,347836703.626
000300.SH,20250709,3991.4006,3997.5044,4016.7434,3987.4267,3998.4527,-7.0521,-0.1764,173293796.0,305398796.563
000300.SH,20250708,3998.4527,3965.426,4002.269,3965.426,3965.1746,33.2781,0.8393,156402895.0,292089834.224
000300.SH,20250707,3965.1746,3977.2881,3979.7481,3956.5663,3982.2034,-17.0288,-0.4276,131135273.0,225106992.876
000300.SH,20250704,3982.2034,3967.4637,4013.8478,3958.3762,3968.0676,14.1358,0.3562,157197133.0,290512992.198
000300.SH,20250703,3968.0676,3949.3998,3971.616,3945.138,3943.6849,24.3827,0.6183,141004006.0,269609569.539
000300.SH,20250702,3943.6849,3943.3232,3952.1378,3929.6956,3942.762,0.9229,0.0234,147063062.0,246637847.454
000300.SH,20250701,3942.762,3935.9078,3946.2451,3924.7219,3936.0791,6.6829,0.1698,128959362.0,236070338.399
000300.SH,20250630,3936.0791,3920.3149,3940.3611,3911.6044,3921.7578,14.3213,0.3652,145170236.0,288821434.921
000300.SH,20250627,3921.7578,3949.7879,3969.2626,3918.2041,3946.0195,-24.2617,-0.6148,194557913.0,343468229.814
000300.SH,20250626,3946.0195,3953.1603,3964.482,3945.2589,3960.0662,-14.0467,-0.3547,165316263.0,328102847.496
000300.SH,20250625,3960.0662,3907.0682,3963.0371,3902.1771,3904.0342,56.032,1.4352,187213671.0,361727254.624
000300.SH,20250624,3904.0342,3862.3876,3914.1579,3862.3876,3857.9016,46.1326,1.1958,163656188.0,294228720.613
000300.SH,20250623,3857.9016,3831.1703,3867.5896,3827.0829,3846.6443,11.2573,0.2927,133800892.0,232482215.85
000300.SH,20250620,3846.6443,3839.7833,3856.4799,3839.7833,3843.0912,3.5531,0.0925,118151020.0,213522822.875
000300.SH,20250619,3843.0912,3870.049,3872.9425,3834.9512,3874.9708,-31.8796,-0.8227,130280658.0,234840180.806
000300.SH,20250618,3874.9708,3871.6502,3881.346,3854.6575,3870.3786,4.5922,0.1186,127528621.0,230553858.264
000300.SH,20250617,3870.3786,3875.1768,3880.4156,3860.409,3873.7951,-3.4165,-0.0882,122342526.0,220399818.949
000300.SH,20250616,3873.7951,3853.6193,3876.1704,3853.6193,3864.1822,9.6129,0.2488,137341835.0,246860982.863
000300.SH,20250613,3864.1822,3881.4923,3889.1602,3853.8186,3892.1992,-28.017,-0.7198,172539536.0,309172346.18
000300.SH,20250612,3892.1992,3885.5196,3900.0408,3870.3838,3894.6252,-2.426,-0.0623,133998697.0,260239581.458
000300.SH,20250611,3894.6252,3870.6719,3911.6107,3870.6719,3865.4652,29.16,0.7544,142414772.0,257217704.405
000300.SH,20250610,3865.4652,3887.5512,3897.4573,3850.4663,3885.2459,-19.7807,-0.5091,145563859.0,263647551.795
000300.SH,20250609,3885.2459,3877.7977,3894.6517,3871.9917,3873.9841,11.2618,0.2907,136306293.0,262023668.466
000300.SH,20250606,3873.9841,3878.1027,3889.4557,3869.3871,3877.5557,-3.5716,-0.0921,110987971.0,202034736.311
000300.SH,20250605,3877.5557,3872.6373,3883.1345,3861.272,3868.7429,8.8128,0.2278,122878184.0,231749275.335
000300.SH,20250604,3868.7429,3855.4878,3875.8569,3855.4878,3852.0127,16.7302,0.4343,116803873.0,211736178.154
000300.SH,20250603,3852.0127,3833.4584,3863.2952,3832.7202,3840.2323,11.7804,0.3068,131403090.0,226782772.063
000300.SH,20250530,3840.2323,3850.493,3858.6128,3829.2542,3858.6998,-18.4675,-0.4786,111672228.0,199389751.071
000300.SH,20250529,3858.6998,3838.0092,3869.7909,3831.4577,3836.2366,22.4632,0.5856,108471886.0,209459602.501
000300.SH,20250528,3836.2366,3843.0747,3849.736,3833.9582,3839.3969,-3.1603,-0.0823,89031026.0,162496372.728
000300.SH,20250527,3839.3969,3857.6271,3865.4291,3834.8455,3860.1067,-20.7098,-0.5365,98572425.0,178466763.541
000300.SH,20250526,3860.1067,3875.7891,3884.537,3849.0384,3882.2741,-22.1674,-0.571,109601207.0,208876792.149
000300.SH,20250523,3882.2741,3910.3739,3931.5514,3882.2741,3913.8651,-31.591,-0.8072,120277419.0,232945378.295
000300.SH,20250522,3913.8651,3912.6007,3923.0195,3903.0898,3916.3807,-2.5156,-0.0642,107597052.0,197511410.271
000300.SH,20250521,3916.3807,3899.4365,3928.6339,3899.4365,3898.1705,18.2102,0.4671,109791343.0,217037739.435
000300.SH,20250520,3898.1705,3883.1024,3911.4737,3881.7436,3877.1453,21.0252,0.5423,104885234.0,201636702.522
000300.SH,20250519,3877.1453,3882.5677,3885.5889,3866.5695,3889.0854,-11.9401,-0.307,98643414.0,184888170.554
000300.SH,20250516,3889.0854,3898.6662,3903.8528,3874.8619,3907.1992,-18.1138,-0.4636,118405345.0,208835664.039
000300.SH,20250515,3907.1992,3934.0273,3936.4653,3904.9068,3943.2108,-36.0116,-0.9133,138081749.0,241464943.554
000300.SH,20250514,3943.2108,3894.8386,3960.5228,3890.6504,3896.2583,46.9525,1.2051,172033779.0,319465226.851
000300.SH,20250513,3896.2583,3915.5924,3915.5924,3890.6855,3890.6096,5.6487,0.1452,147320299.0,267586397.72
000300.SH,20250512,3890.6096,3866.5305,3890.7342,3859.0346,3846.1566,44.453,1.1558,153332460.0,296122947.808
000300.SH,20250509,3846.1566,3848.6187,3853.6632,3836.5349,3852.8963,-6.7397,-0.1749,119389526.0,216697939.672
000300.SH,20250508,3852.8963,3820.5481,3867.3313,3816.2642,3831.627,21.2693,0.5551,124959833.0,246987280.588
000300.SH,20250507,3831.627,3861.5767,3863.6776,3814.9868,3808.5424,23.0846,0.6061,161172299.0,286010735.453
000300.SH,20250506,3808.5424,3794.3757,3809.0939,3782.777,3770.5705,37.9719,1.0071,158520459.0,267937090.757
000300.SH,20250430,3770.5705,3775.8306,3787.5639,3768.7573,3775.0767,-4.5062,-0.1194,143681658.0,244820462.218
000300.SH,20250429,3775.0767,3776.0025,3785.3157,3768.0311,3781.6188,-6.5421,-0.173,111514694.0,197462744.363
000300.SH,20250428,3781.6188,3786.3867,3792.0082,3772.8029,3786.9937,-5.3749,-0.1419,125145091.0,210635318.523
000300.SH,20250425,3786.9937,3792.0838,3801.5765,3780.7772,3784.3574,2.6363,0.0697,124591133.0,220535052.619
000300.SH,20250424,3784.3574,3787.459,3807.2599,3775.207,3786.8824,-2.525,-0.0667,117164560.0,205483051.375
000300.SH,20250423,3786.8824,3803.4295,3807.9536,3780.5183,3783.9522,2.9302,0.0774,131986870.0,247117386.122
000300.SH,20250422,3783.9522,3780.1122,3799.2295,3778.0791,3784.8806,-0.9284,-0.0245,125688257.0,210200698.794
000300.SH,20250421,3784.8806,3768.1421,3790.1782,3763.1383,3772.523,12.3576,0.3276,121355730.0,208085677.382
000300.SH,20250418,3772.523,3760.0425,3782.0443,3754.4072,3772.2221,0.3009,0.008,102948509.0,173109384.097
000300.SH,20250417,3772.2221,3755.0862,3779.1253,3749.504,3772.8204,-0.5983,-0.0159,122371002.0,209012323.066
000300.SH,20250416,3772.8204,3757.8757,3775.1661,3721.6025,3761.2348,11.5856,0.308,156359006.0,261711094.769
000300.SH,20250415,3761.2348,3756.4788,3764.486,3737.8495,3759.1422,2.0926,0.0557,134006040.0,228604621.376
000300.SH,20250414,3759.1422,3772.0407,3776.6344,3754.033,3750.5167,8.6255,0.23,164462403.0,292571297.039
000300.SH,20250411,3750.5167,3730.3148,3762.3653,3708.4617,3735.1151,15.4016,0.4123,168759691.0,318535141.904
000300.SH,20250410,3735.1151,3749.1262,3756.1386,3708.8194,3686.7943,48.3208,1.3106,227252227.0,403842564.856
000300.SH,20250409,3686.7943,3606.1036,3686.7943,3587.3368,3650.759,36.0353,0.9871,262305708.0,455031069.29
000300.SH,20250408,3650.759,3597.9859,3650.759,3583.8746,3589.4406,61.3184,1.7083,280197312.0,464021087.838
