trade_date,exchange_id,rzye,rzmre,rzche,rqye,rqmcl,rzrqye,rqyl
20210611,SSE,837408440042.0,46654028231.0,49371120524.0,95141038807.0,145957576.0,932549478849.0,7337267756.0
20210611,SZSE,749771859021.0,48308513528.0,49487577054.0,53090585700.0,59053535.0,802862444721.0,2660075588.0
