trade_date,exchange_id,rzye,rzmre,rzche,rqye,rqmcl,rzrqye,rqyl
20231124,BSE,660493354.0,241168340.0,297174055.0,918579.0,49716.0,661411933.0,96616.0
20231124,SSE,832718672134.0,26389133440.0,28624678593.0,51039996603.0,844813331.0,883758668737.0,6987094074.0
20231124,SZSE,758091292012.0,32259670867.0,35052390321.0,28173465833.0,233651199.0,786264757845.0,3013295270.0
