trade_date,exchange_id,rzye,rzmre,rzche,rqye,rqmcl,rzrqye,rqyl
20221014,SSE,772023311463.0,29856859671.0,30201820819.0,65651636507.0,477227508.0,837674947970.0,7882573380.0
20221014,SZSE,671920971956.0,26709654662.0,28159711857.0,35836351804.0,181732712.0,707757323760.0,2473207507.0
