trade_date,etf_code,theme,style,dividend_yield_abs,weighted_pb,weighted_pe_ttm,constituent_count,source
2021-04-30,159995.SZ,芯片,growth,0.0013833846817209983,11.921540734458102,71.6445197674573,71,constituent_weighted
2021-04-30,159819.SZ,人工智能,growth,0.0044923306039857825,7.127908778640284,48.15790307050517,227,constituent_weighted
2021-04-30,512660.SH,军工,growth,0.0031645711208878216,4.296178077942143,55.52820458821353,77,constituent_weighted
2021-04-30,515030.SH,新能源车,growth,0.03790151742879087,1.2702030731498148,9.756167992628528,36,constituent_weighted
2021-04-30,515790.SH,光伏,growth,0.00518434814963806,7.380263969731212,36.95780438502717,212,constituent_weighted
2021-04-30,512400.SH,有色,cyclical_value,0.005512855721933164,4.56808037337173,34.32182964630471,124,constituent_weighted
2021-04-30,515220.SH,煤炭,cyclical_value,0.03911423537312107,1.2251490998583492,9.603286767327281,34,constituent_weighted
2021-04-30,515210.SH,钢铁,cyclical_value,0.01974760397280829,1.5804412681405693,11.74796925971748,35,constituent_weighted
2021-04-30,561560.SH,电力,stable_value,0.02348581187749143,2.0233789260011608,15.67942759215192,179,constituent_weighted
2021-05-28,512000.SH,证券,cyclical_value,0.010991804089809733,2.59809215599988,21.29787858632636,48,constituent_weighted
2021-05-28,512800.SH,银行,stable_value,0.041504881055357955,1.025151533805269,6.80404809957221,38,constituent_weighted
